"コード","銘柄名","市場","現在値","前日比(%)","ベータ(対TOPIX)"
"5284","ヤマウＨＬＤＧ","東S","2224","-14.0(-0.63%)","0.83"
"5285","ヤマックス","東S","1291","-41.0(-3.08%)","1.24"
"5287","イトーヨーギョー","東S","952","+2.0(+0.21%)","0.85"
"5288","アジアパイルＨＬＤＧ","東P","1691","+1.0(+0.06%)","0.82"
"5290","ベルテクスコーポレーション","東S","1550","-211.0(-11.98%)","0.70"
"5301","東海カーボン","東P","1600.0","+70.0(+4.58%)","0.97"
"5302","日本カーボン","東P","4885","-35.0(-0.71%)","0.70"
"5304","ＳＥＣカーボン","東S","2483","-38.0(-1.51%)","0.91"
"5310","東洋炭素","東P","6530","-150.0(-2.25%)","1.12"
"5331","ノリタケ","東P","3420","-55.0(-1.58%)","0.93"
"5332","ＴＯＴＯ","東P","6929.0","-198.0(-2.78%)","0.69"
"5333","ＮＧＫ","東P","5609.0","-87.0(-1.53%)","1.07"
"5334","日本特殊陶業","東P","9855.0","+176.0(+1.82%)","1.10"
"5337","ダントーＨＬＤＧ","東S","766","-24.0(-3.04%)","0.36"
"5341","ＡＳＡＨＩ　ＥＩＴＯＨＬＤＧ","東S","282","-8.0(-2.76%)","0.41"
"5342","ジャニス工業","名M","590","+0.0(+0.00%)","0.03"
"5343","ニッコー","名M","182","-4.0(-2.15%)","0.22"
"5344","ＭＡＲＵＷＡ","東P","69080.0","-4,250.0(-5.80%)","1.64"
"5351","品川リフラ","東P","1891","-20.0(-1.05%)","0.89"
"5355","日本坩堝","東S","641","-4.0(-0.62%)","0.23"
"5356","美濃窯業","東S","1241","+53.0(+4.46%)","0.40"
"5357","ヨータイ","東P","1670","-48.0(-2.79%)","0.56"
"5363","東京窯業","東S","609","-9.0(-1.46%)","0.75"
"5367","ニッカトー","東S","810","-16.0(-1.94%)","0.51"
"5368","日本インシュレーション","東S","948","-25.0(-2.57%)","0.59"
"5380","新東","東S","1200","+55.0(+4.80%)","0.64"
"5381","マイポックス","東S","1002","-28.0(-2.72%)","1.63"
"5384","フジミインコーポレーテッド","東P","3195","-95.0(-2.89%)","1.18"
"5388","クニミネ工業","東S","1233","+0.0(+0.00%)","0.42"
"5391","エーアンドエーマテリアル","東S","1374","-15.0(-1.08%)","0.72"
"5393","ニチアス","東P","3340.0","-147.0(-4.22%)","0.91"
"5401","日本製鉄","東P","549.0","-10.9(-1.95%)","0.70"
"5406","神戸製鋼所","東P","1881.5","-81.0(-4.13%)","0.92"
"5408","中山製鋼所","東P","646","-24.0(-3.58%)","0.88"
"5410","合同製鐵","東P","2762","-77.0(-2.71%)","0.87"
"5411","ＪＦＥＨＬＤＧ","東P","1652.5","-25.5(-1.52%)","0.77"
"5423","東京製鐵","東P","1798","-27.0(-1.48%)","0.57"
"543A","ＡＲＣＨＩＯＮ","東P","354","-11.0(-3.01%)","0.82"
"5440","共英製鋼","東P","1819","-46.0(-2.47%)","0.91"
"5444","大和工業","東P","11650.0","-325.0(-2.71%)","0.84"
"5445","東京鐵鋼","東P","1829","-36.0(-1.93%)","0.90"
"5446","北越メタル","東S","1234","-5.0(-0.40%)","0.38"
"5449","大阪製鐵","東S","2251","-124.0(-5.22%)","0.85"
"5451","ヨドコウ","東P","1200","-29.0(-2.36%)","0.68"
"5458","高砂鐵工","東S","1188","+16.0(+1.37%)","0.53"
"5461","中部鋼鈑","東P","2014","-37.0(-1.80%)","0.77"
"5463","丸一鋼管","東P","1900.0","-22.5(-1.17%)","0.66"
"5464","モリ工業","東S","930","-19.0(-2.00%)","0.88"
"5471","大同特殊鋼","東P","1835.0","-56.0(-2.96%)","1.16"
"547A","ムニノバＨＬＤＧ","東P","465","+7.0(+1.53%)","0.98"
"5480","日本冶金工業","東P","4400","-100.0(-2.22%)","1.01"
"5482","愛知製鋼","東P","2817","-137.0(-4.64%)","1.03"
"5484","東北特殊鋼","東S","2914","+500.0(+20.71%)","0.43"
"5491","日本金属","東S","919","-27.0(-2.85%)","0.87"
"5527","ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏ","東G","627","-8.0(-1.26%)","0.64"
"5530","日本システムバンク","名M","1072","+10.0(+0.94%)","0.29"
"5532","リアルゲイト","東G","3530","+55.0(+1.58%)","1.07"
"5533","エリッツＨＬＤＧ","東S","1910","-39.0(-2.00%)","0.32"
"5535","ミガロＨＬＤＧ","東P","281","-1.0(-0.35%)","1.11"
"5541","大平洋金属","東P","2254","-150.0(-6.24%)","0.95"
"5542","新報国マテリアル","東S","800","-4.0(-0.50%)","0.83"
"5563","新日本電工","東P","470","-28.0(-5.62%)","0.98"
"5570","ジェノバ","東G","664","+2.0(+0.30%)","0.85"
"5571","エキサイトＨＬＤＧ","東S","1057","-5.0(-0.47%)","0.72"
"5572","Ｒｉｄｇｅ−ｉ","東G","2280","+80.0(+3.64%)","1.16"
"5574","ＡＢＥＪＡ","東G","2700","+51.0(+1.93%)","1.52"
"5575","Ｇｌｏｂｅｅ","東G","736","+1.0(+0.14%)","0.89"
"5576","オービーシステム","東S","2822","+33.0(+1.18%)","0.66"
"5578","ＡＲアドバンストテクノロジ","東G","951","+30.0(+3.26%)","1.13"
"5579","ＧＳＩ","札","1282","-51.0(-3.83%)","0.33"
"5580","プロディライト","東G","1420","-2.0(-0.14%)","0.61"
"5582","グリッド","東G","2141","-70.0(-3.17%)","1.22"
"5586","Ｌａｂｏｒｏ．ＡＩ","東G","894","+51.0(+6.05%)","1.19"
"5587","インバウンドプラットフォーム","東G","819","+24.0(+3.02%)","0.88"
"5588","ファーストアカウンティング","東G","696","-52.0(-6.95%)","1.06"
"5589","オートサーバー","東S","2735","+27.0(+1.00%)","0.55"
"5590","ネットスターズ","東G","756","+9.0(+1.20%)","0.89"
"5591","ＡＶＩＬＥＮ","東G","818","-182.0(-18.20%)","1.29"
"5592","くすりの窓口","東G","2879","+29.0(+1.02%)","0.87"
"5597","ブルーイノベーション","東G","2200","-18.0(-0.81%)","1.06"
"5599","Ｓ＆Ｊ","東G","1010","-56.0(-5.25%)","0.86"
"5602","栗本鐵工所","東P","1360","-16.0(-1.16%)","0.90"
"5603","虹技","東S","1297","-4.0(-0.31%)","0.62"
"5607","中央可鍛工業","名M","638","+8.0(+1.27%)","0.56"
"5609","日本鋳造","東S","881","+19.0(+2.20%)","0.49"
"5612","日本鋳鉄管","東S","1552","-3.0(-0.19%)","1.02"
"5616","雨風太陽","東G","710","-16.0(-2.20%)","0.71"
"5618","ナイル","東G","287","+0.0(+0.00%)","0.64"
"5619","マーソ","東G","862","+15.0(+1.77%)","0.25"
"5621","ヒューマンテクノロジーズ","東G","1281","-284.0(-18.15%)","1.05"
"5631","日本製鋼所","東P","7806.0","-57.0(-0.72%)","1.61"
"5632","三菱製鋼","東P","2053","-116.0(-5.35%)","1.10"
"5644","メタルアート","東S","7480","+1,000.0(+15.43%)","0.84"
"5658","日亜鋼業","東S","349","+2.0(+0.58%)","0.64"
"5659","日本精線","東P","1380","+21.0(+1.55%)","0.85"
"5660","神鋼鋼線工業","東S","1744","-48.0(-2.68%)","0.61"
"5695","パウダーテック","東S","2599","+45.0(+1.76%)","0.33"
"5697","サンユウ","東S","706","+4.0(+0.57%)","0.59"
"5698","エンビプロＨＬＤＧ","東S","933","-29.0(-3.01%)","1.20"
"5699","イボキン","東S","1831","-49.0(-2.61%)","0.74"
"5702","大紀アルミニウム工業所","東P","1796","-52.0(-2.81%)","0.96"
"5703","日本軽金属ＨＬＤＧ","東P","3150","+30.0(+0.96%)","0.91"
"5704","ＪＭＣ","東G","393","-16.0(-3.91%)","0.86"
"5706","三井金属","東P","47320.0","+680.0(+1.46%)","1.56"
"5707","東邦亜鉛","東P","1035","-102.0(-8.97%)","1.48"
"5711","三菱マテリアル","東P","5057.0","-371.0(-6.83%)","1.25"
"5713","住友金属鉱山","東P","9560.0","-715.0(-6.96%)","1.43"
"5714","ＤＯＷＡ　ＨＬＤＧ","東P","11125.0","-515.0(-4.42%)","1.13"
"5715","古河機械金属","東P","3955","-240.0(-5.72%)","1.15"
"5721","エスクリプトエナジー","東S","76","-5.0(-6.17%)","1.08"
"5724","アサカ理研","東S","2964","-186.0(-5.90%)","0.83"
"5726","大阪チタニウムテクノロジーズ","東P","2439","-63.0(-2.52%)","1.54"
"5727","東邦チタニウム","東P","2845","-116.0(-3.92%)","1.60"
"5729","日本精鉱","東S","1795","-31.0(-1.70%)","1.02"
"5741","ＵＡＣＪ","東P","3050","-65.0(-2.09%)","0.99"
"5742","エヌアイシ・オートテック","東S","710","-18.0(-2.47%)","0.36"
"5753","日本伸銅","東S","2401","-16.0(-0.66%)","0.75"
"5757","ＣＫサンエツ","東P","4670","+75.0(+1.63%)","0.89"
"5801","古河電気工業","東P","54840.0","+360.0(+0.66%)","1.74"
"5802","住友電気工業","東P","11380.0","+400.0(+3.64%)","1.61"
"5803","フジクラ","東P","5653.0","-166.0(-2.85%)","1.87"
"5805","ＳＷＣＣ","東P","14810","-780.0(-5.00%)","1.47"
"5816","オーナンバ","東S","1748","-25.0(-1.41%)","0.83"
"5817","ＪＭＡＣＳ","東S","1171","-65.0(-5.26%)","1.08"
"5819","カナレ電気","東S","1799","+1.0(+0.06%)","0.68"
"5820","三ッ星","東S","771","-51.0(-6.20%)","1.00"
"5821","平河ヒューテック","東P","3770","+60.0(+1.62%)","1.04"
"5830","いよぎんＨＬＤＧ","東P","3072.0","-90.0(-2.85%)","1.35"
"5831","しずおかＦＧ","東P","2895.5","-20.0(-0.69%)","1.12"
"5832","ちゅうぎんＦＧ","東P","3006.0","-27.0(-0.89%)","1.23"
"5834","ＳＢＩリーシングサービス","東G","2275","-44.0(-1.90%)","1.33"
"5838","楽天銀行","東P","6601.0","+601.0(+10.02%)","1.10"
"5842","インテグラル","東G","3300","-80.0(-2.37%)","1.15"
"5843","ニッポンインシュア","東S","2418","+35.0(+1.47%)","0.67"
"5844","京都ＦＧ","東P","4374.0","-39.0(-0.88%)","1.17"
"5845","全保連","東S","1019","-7.0(-0.68%)","0.88"
"5851","リョービ","東P","2529","-61.0(-2.36%)","1.10"
"5852","アーレスティ","東P","867","-25.0(-2.80%)","1.18"
"5856","エルアイイーエイチ","東S","13","-9.0(-40.91%)","0.94"
"5857","ＡＲＥＨＬＤＧ","東P","3715","-210.0(-5.35%)","0.96"
"5858","ＳＴＧ","東G","1168","-60.0(-4.89%)","1.06"
"5867","エスネットワークス","東G","1211","-47.0(-3.74%)","0.43"
"5868","ロココ","東S","946","-127.0(-11.84%)","0.63"
"5869","早稲田学習研究会","東S","1323","+1.0(+0.08%)","0.34"
"5870","ナルネットコミュニケーションズ","東G","822","-150.0(-15.43%)","0.77"
"5871","ＳＯＬＩＺＥ　ＨＬＤＧ","東S","1302","-33.0(-2.47%)","0.90"
"5884","クラダシ","東G","511","-38.0(-6.92%)","0.83"
"5885","ジーデップ・アドバンス","東S","2983","+108.0(+3.76%)","1.29"
"5888","ＤＡＩＷＡ　ＣＹＣＬＥ","東G","3075","-85.0(-2.69%)","0.62"
"5889","Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈ","東P","2144","-48.0(-2.19%)","1.09"
"5891","魁力屋","東S","1292","-83.0(-6.04%)","0.62"
"5892","ｙｕｔｏｒｉ","東G","2583","+199.0(+8.35%)","1.19"
"5900","ダイケン","東S","790","-2.0(-0.25%)","0.33"
"5901","東洋製罐グループＨＬＤＧ","東P","3822.0","+116.0(+3.13%)","0.77"
"5902","ホッカンＨＬＤＧ","東P","2228","-6.0(-0.27%)","0.68"
"5903","シンポ","東S","1696","+0.0(+0.00%)","0.29"
"5905","日本製罐","東S","1331","+1.0(+0.08%)","0.37"
"5906","エムケー精工","東S","735","+0.0(+0.00%)","0.66"
"5909","コロナ","東S","924","-14.0(-1.49%)","0.50"
"5911","横河ブリッジＨＬＤＧ","東P","2869","-57.0(-1.95%)","0.60"
"5915","駒井ハルテック","東S","2251","-102.0(-4.33%)","0.74"
"5918","瀧上工業","東S","7100","-120.0(-1.66%)","0.15"
"5921","川岸工業","東S","4260","-15.0(-0.35%)","0.59"
"5922","那須電機鉄工","東S","18760","-40.0(-0.21%)","0.62"
"5923","高田機工","東S","1055","-5.0(-0.47%)","0.48"
"5928","アルメタックス","東S","270","-1.0(-0.37%)","0.49"
"5929","三和ＨＬＤＧ","東P","3315.0","-140.0(-4.05%)","0.71"
"5930","文化シヤッター","東P","1770","-50.0(-2.75%)","0.71"
"5932","三協立山","東P","633","-14.0(-2.16%)","0.83"
"5933","アルインコ","東P","1012","-9.0(-0.88%)","0.65"
"5936","東洋シヤッター","東S","904","+6.0(+0.67%)","0.62"
"5938","ＬＩＸＩＬ","東P","1634.0","-38.5(-2.30%)","0.50"
"5939","大谷工業","東S","4900","+0.0(+0.00%)","0.85"
"5940","不二サッシ","東S","723","-14.0(-1.90%)","0.80"
"5941","中西製作所","東S","2505","+2.0(+0.08%)","0.28"
"5942","日本フイルコン","東S","601","-1.0(-0.17%)","0.51"
"5943","ノーリツ","東P","2422","-34.0(-1.38%)","0.55"
"5945","天龍製鋸","東S","2490","-10.0(-0.40%)","0.14"
"5946","長府製作所","東P","2000","-5.0(-0.25%)","0.43"
"5947","リンナイ","東P","3467.0","+5.0(+0.14%)","0.68"
"5949","ユニプレス","東P","1262","-15.0(-1.17%)","0.94"
"5950","日本パワーファスニング","東S","143","-1.0(-0.69%)","0.66"
"5951","ダイニチ工業","東S","876","-19.0(-2.12%)","0.47"
"5952","アマテイ","東S","176","-4.0(-2.22%)","0.62"
"5953","昭和鉄工","福","6210","-60.0(-0.96%)","0.55"
"5955","ワイズＨＬＤＧ","東S","90","-1.0(-1.10%)","0.94"
"5956","トーソー","東S","565","+1.0(+0.18%)","0.20"
"5957","日東精工","東P","774","-4.0(-0.51%)","0.82"
"5958","三洋工業","東S","4135","-40.0(-0.96%)","0.78"
"5959","岡部","東P","897","-7.0(-0.77%)","0.58"
"5962","浅香工業","東S","1775","+25.0(+1.43%)","0.17"
"5965","フジマック","東S","1163","-10.0(-0.85%)","0.89"
"5966","京都機械工具","東S","2450","-49.0(-1.96%)","0.41"
"5967","ＴＯＮＥ","東S","467","+4.0(+0.86%)","0.27"
"5969","ロブテックス","東S","-","- (-%)","-0.02"
"5970","ジーテクト","東P","2042","+139.0(+7.30%)","0.82"
"5971","共和工業所","東S","7000","-100.0(-1.41%)","0.51"
"5973","トーアミ","東S","618","+1.0(+0.16%)","0.64"
"5974","中国工業","東S","795","-15.0(-1.85%)","0.39"
"5975","東プレ","東P","2673","+34.0(+1.29%)","1.08"
"5976","高周波熱錬","東P","1268","-2.0(-0.16%)","0.73"
"5979","カネソウ","名M","-","- (-%)","0.15"
"5981","東京製綱","東P","1759","+54.0(+3.17%)","0.91"
"5982","マルゼン","東S","3615","+10.0(+0.28%)","0.24"
"5983","イワブチ","東S","12900","-1,900.0(-12.84%)","0.67"
"5984","兼房","東S","732","-25.0(-3.30%)","0.56"
"5985","サンコール","東S","1676","+57.0(+3.52%)","1.09"
"5986","モリテック　スチール","東S","232","-3.0(-1.28%)","0.86"
"5987","オーネックス","東S","1870","+0.0(+0.00%)","0.05"
"5988","パイオラックス","東P","1546","-33.0(-2.09%)","0.85"
"5989","エイチワン","東P","1678","+92.0(+5.80%)","1.15"
"5990","スーパーツール","東S","1954","+0.0(+0.00%)","0.20"
"5991","ニッパツ","東P","3339.0","-202.0(-5.70%)","1.17"
"5992","中央発條","東S","3885","-115.0(-2.88%)","0.74"
"5994","ファインシンター","東S","1038","-7.0(-0.67%)","0.79"
"5997","協立エアテック","東S","811","-9.0(-1.10%)","0.39"
"5998","アドバネクス","東S","2030","+184.0(+9.97%)","1.13"
"6005","三浦工業","東P","3350.0","-31.0(-0.92%)","0.92"
"6013","タクマ","東P","3330","+75.0(+2.30%)","0.67"
"6016","ジャパンエンジン","東S","9590","-1,460.0(-13.21%)","1.58"
"6018","阪神内燃機工業","東S","5760","+600.0(+11.63%)","1.02"
"6022","赤阪鐵工所","東S","2780","-31.0(-1.10%)","0.87"
"6023","ダイハツインフィニアース","東S","3155","-140.0(-4.25%)","1.44"
"6025","日本ＰＣサービス","名N","678","+0.0(+0.00%)","0.16"
"6027","弁護士ドットコム","東P","2769","+59.0(+2.18%)","0.89"
"6029","アトラグループ","東S","190","+4.0(+2.15%)","1.03"
"6030","アドベンチャー","東G","1266","-8.0(-0.63%)","1.00"
"6031","ＺＥＴＡ","東G","230","-5.0(-2.13%)","0.95"
"6033","エクストリーム","東G","1408","+41.0(+3.00%)","0.88"
"6034","ＭＲＴ","東G","630","-6.0(-0.94%)","0.54"
"6035","アイ・アールジャパンＨＬＤＧ","東S","751","-41.0(-5.18%)","1.06"
"6036","ＫｅｅＰｅｒ技研","東P","2525","-200.0(-7.34%)","0.86"
"6037","楽待","東S","913","-4.0(-0.44%)","0.77"
"6038","イード","東G","904","-15.0(-1.63%)","0.22"
"6039","日本動物高度医療センター","東G","1047","-201.0(-16.11%)","0.55"
"6040","日本スキー場開発","東G","447","-4.0(-0.89%)","0.74"
"6042","ニッキ","東S","3845","-345.0(-8.23%)","0.35"
"6044","三機サービス","東S","1680","-30.0(-1.75%)","0.61"
"6045","レントラックス","東G","1560","-3.0(-0.19%)","0.67"
"6046","リンクバル","東S","131","-2.0(-1.50%)","1.16"
"6047","Ｇｕｎｏｓｙ","東P","513","-7.0(-1.35%)","1.22"
"6049","イトクロ","東G","258","-3.0(-1.15%)","0.91"
"6050","イー・ガーディアン","東P","1693","+5.0(+0.30%)","0.78"
"6054","リブセンス","東S","115","+0.0(+0.00%)","0.94"
"6055","ジャパンマテリアル","東P","2078","+86.0(+4.32%)","1.28"
"6058","ベクトル","東P","1264","+5.0(+0.40%)","0.96"
"6059","ウチヤマＨＬＤＧ","東S","343","-1.0(-0.29%)","0.46"
"6061","ユニバーサル園芸社","東S","2801","+97.0(+3.59%)","0.66"
"6062","チャーム・ケア","東P","1219","-34.0(-2.71%)","0.86"
"6063","日本エマージェンシーアシスタン","東S","861","+19.0(+2.26%)","0.48"
"6069","トレンダーズ","東G","598","-26.0(-4.17%)","0.96"
"6070","キャリアリンク","東P","2218","-32.0(-1.42%)","0.64"
"6071","ＩＢＪ","東P","811","+68.0(+9.15%)","0.86"
"6072","地盤ネットＨＬＤＧ","東S","1085","-13.0(-1.18%)","1.01"
"6073","アサンテ","東P","1359","-21.0(-1.52%)","0.34"
"6074","ジェイエスエス","東S","515","-2.0(-0.39%)","0.47"
"6076","アメイズ","福","1175","-20.0(-1.67%)","0.41"
"6078","バリューＨＲ","東P","1392","-14.0(-1.00%)","0.61"
"6080","Ｍ＆Ａキャピタルパートナーズ","東P","3275","-95.0(-2.82%)","0.76"
"6081","アライドアーキテクツ","東G","214","-19.0(-8.15%)","1.16"
"6082","ライドオンエクスプレスＨＬＤＧ","東S","980","-4.0(-0.41%)","0.23"
"6083","ＥＲＩ　ＨＬＤＧ","東S","4030","-20.0(-0.49%)","0.84"
"6085","アーキテクツ・スタジオ・ジャパ","東G","563","+59.0(+11.71%)","0.50"
"6086","シンメンテＨＬＤＧ","東G","1105","-12.0(-1.07%)","0.48"
"6087","アビスト","東S","3395","-5.0(-0.15%)","0.29"
"6088","シグマクシス・ＨＬＤＧ","東P","603","+14.0(+2.38%)","0.85"
"6089","ウィルグループ","東P","1011","-37.0(-3.53%)","0.60"
"6090","ヒューマン・メタボローム・テク","東S","619","-7.0(-1.12%)","0.48"
"6091","ウエスコＨＬＤＧ","東S","842","-2.0(-0.24%)","0.56"
"6092","エンバイオＨＬＤＧ","東S","904","+115.0(+14.58%)","0.64"
"6093","エスクロー・エージェント・ジャ","東S","164","+2.0(+1.23%)","0.80"
"6094","フリークアウトＨＬＤＧ","東G","716","-14.0(-1.92%)","0.87"
"6096","レアジョブ","東S","365","+33.0(+9.94%)","0.33"
"6098","リクルートＨＬＤＧ","東P","9122.0","+1,297.0(+16.58%)","1.12"
"6099","エラン","東P","719","+2.0(+0.28%)","0.68"
"6101","ツガミ","東P","6160","+200.0(+3.36%)","1.22"
"6103","オークマ","東P","4685","-110.0(-2.29%)","1.21"
"6104","芝浦機械","東P","4755","-160.0(-3.26%)","0.92"
"6111","旭精機工業","名M","2028","-38.0(-1.84%)","0.27"
"6113","アマダ","東P","2658.0","-155.0(-5.51%)","1.19"
"6118","アイダエンジニアリング","東P","1140","-184.0(-13.90%)","0.77"
"6125","岡本工作機械製作所","東S","4790","+35.0(+0.74%)","1.31"
"6134","ＦＵＪＩ","東P","7735.0","-258.0(-3.23%)","1.10"
"6135","牧野フライス製作所","東P","13680","+60.0(+0.44%)","0.54"
"6136","オーエスジー","東P","3394.0","-136.0(-3.85%)","0.59"
"6137","小池酸素工業","東S","1609","-118.0(-6.83%)","1.15"
"6138","ダイジェット工業","東S","1001","+0.0(+0.00%)","0.54"
"6140","旭ダイヤモンド工業","東P","1290","-46.0(-3.44%)","1.02"
"6141","ＤＭＧ森精機","東P","3396.0","-173.0(-4.85%)","1.54"
"6142","富士精工","名M","1620","+0.0(+0.00%)","0.41"
"6143","ソディック","東P","1693","+29.0(+1.74%)","1.07"
"6144","西部電機","東S","3035","-165.0(-5.16%)","0.70"
"6145","ＮＩＴＴＯＫＵ","東S","2933","+212.0(+7.79%)","0.92"
"6146","ディスコ","東P","63500.0","-1,400.0(-2.16%)","1.55"
"6147","ヤマザキ","東S","253","-8.0(-3.07%)","0.58"
"6149","小田原エンジニアリング","東S","1995","+8.0(+0.40%)","0.89"
"6150","タケダ機械","東S","3065","+5.0(+0.16%)","0.44"
"6151","日東工器","東P","1602","-18.0(-1.11%)","0.78"
"6155","高松機械工業","東S","483","+3.0(+0.63%)","0.33"
"6156","エーワン精密","東S","2032","-8.0(-0.39%)","0.41"
"6157","日進工具","東S","845","-4.0(-0.47%)","0.59"
"6158","和井田製作所","東S","1023","+28.0(+2.81%)","0.58"
"6159","ミクロン精密","東S","2137","+38.0(+1.81%)","0.61"
"6161","エスティック","東S","1010","-4.0(-0.39%)","0.34"
"6165","パンチ工業","東S","465","+4.0(+0.87%)","0.86"
"6166","中村超硬","東G","471","-100.0(-17.51%)","1.05"
"6167","冨士ダイス","東P","1033","+24.0(+2.38%)","0.86"
"6171","土木管理総合試験所","東S","392","+3.0(+0.77%)","0.56"
"6173","アクアライン","東G","24","+2.0(+9.09%)","0.43"
"6176","ブランジスタ","東S","967","+20.0(+2.11%)","0.85"
"6177","ＡｐｐＢａｎｋ","東G","93","+1.0(+1.09%)","1.26"
"6178","日本郵政","東P","2054.0","+97.0(+4.96%)","1.14"
"6180","ＧＭＯメディア","東G","3700","-85.0(-2.25%)","0.77"
"6181","タメニー","東G","78","-8.0(-9.30%)","0.79"
"6182","メタリアル","東G","452","-1.0(-0.22%)","1.09"
"6183","ベルシステム２４ＨＬＤＧ","東P","1429","-9.0(-0.63%)","0.60"
"6184","鎌倉新書","東P","454","-6.0(-1.30%)","0.77"
"6185","ＳＭＮ","東S","397","-7.0(-1.73%)","0.82"
"6186","一蔵","東S","372","-5.0(-1.33%)","0.39"
"6189","グローバルキッズＣＯＭＰＡＮＹ","東S","974","+18.0(+1.88%)","0.39"
"6190","フェニックスバイオ","東G","436","-6.0(-1.36%)","0.82"
"6191","エアトリ","東P","769","+100.0(+14.95%)","1.08"
"6193","バーチャレクスＨＬＤＧ","東G","933","-5.0(-0.53%)","0.48"
"6194","アトラエ","東P","707","-8.0(-1.12%)","0.83"
"6195","ホープ","東G","226","+10.0(+4.63%)","0.81"
"6196","ストライクグループ","東P","1174","-46.0(-3.77%)","1.06"
"6197","ソラスト","東P","1111","-1.0(-0.09%)","0.62"
"6198","キャリア","東G","235","+1.0(+0.43%)","0.29"
"6199","セラク","東S","1190","-9.0(-0.75%)","0.84"
"6200","インソース","東P","639","+3.0(+0.47%)","0.76"
"6201","豊田自動織機","東P","20450","+25.0(+0.12%)","0.93"
"6203","豊和工業","東S","1301","-87.0(-6.27%)","1.32"
"6208","石川製作所","東S","1750","+0.0(+0.00%)","1.39"
"6209","リケンＮＰＲ","東P","3820","-215.0(-5.33%)","1.13"
"6217","津田駒工業","東S","1893","-37.0(-1.92%)","0.57"
"6218","エンシュウ","東S","577","+7.0(+1.23%)","0.41"
"6222","島精機製作所","東P","908","-22.0(-2.37%)","1.08"
"6223","西部技研","東S","2372","+78.0(+3.40%)","0.90"
"6224","ＪＲＣ","東G","1275","-2.0(-0.16%)","0.84"
"6225","エコム","名M","1978","-2.0(-0.10%)","0.26"
"6226","守谷輸送機工業","東S","2322","-26.0(-1.11%)","1.10"
"6227","ＡＩメカテック","東S","7250","+1,000.0(+16.00%)","1.42"
"6228","ジェイ・イー・ティ","東S","567","-27.0(-4.55%)","1.45"
"6229","オーケーエム","東S","1701","+21.0(+1.25%)","0.72"
"6230","ＳＡＮＥＩ","東S","2143","-27.0(-1.24%)","0.47"
"6231","木村工機","東S","12200","-140.0(-1.13%)","0.94"
"6232","ＡＣＳＬ","東G","3040","-75.0(-2.41%)","1.23"
"6233","ＫＬＡＳＳ","東S","398","-5.0(-1.24%)","0.48"
"6235","オプトラン","東P","3955","-25.0(-0.63%)","1.31"
"6237","イワキポンプ","東P","3040","+101.0(+3.44%)","1.25"
"6238","フリュー","東P","1212","+34.0(+2.89%)","0.77"
"6239","ナガオカ","東S","1285","-18.0(-1.38%)","0.99"
"6240","ヤマシンフィルタ","東P","619","+43.0(+7.47%)","1.34"
"6245","ヒラノテクシード","東S","1606","-66.0(-3.95%)","0.73"
"6246","テクノスマート","東S","1782","+6.0(+0.34%)","0.64"
"6247","日阪製作所","東P","1512","+51.0(+3.49%)","0.75"
"6248","横田製作所","東S","1741","-42.0(-2.36%)","0.48"
"6249","ゲームカードＨＬＤＧ","東S","2264","-105.0(-4.43%)","0.95"
"6250","やまびこ","東P","3660","-155.0(-4.06%)","1.29"
"6254","野村マイクロ・サイエンス","東P","4860","-90.0(-1.82%)","1.59"
"6255","エヌ・ピー・シー","東G","720","-24.0(-3.23%)","1.28"
"6257","藤商事","東S","1000","+2.0(+0.20%)","0.63"
"6258","平田機工","東P","3110","+60.0(+1.97%)","1.52"
"6262","ＰＥＧＡＳＵＳ","東S","736","-47.0(-6.00%)","1.00"
"6264","マルマエ","東P","2204","-200.0(-8.32%)","1.70"
"6265","コンバム","東S","3025","-90.0(-2.89%)","0.19"
"6266","タツモ","東P","3895","+700.0(+21.91%)","1.58"
"6267","ゼネラルパッカー","東S","3800","+160.0(+4.40%)","0.43"
"6268","ナブテスコ","東P","5329.0","-328.0(-5.80%)","1.15"
"6269","三井海洋開発","東P","11415.0","-820.0(-6.70%)","1.41"
"6272","レオン自動機","東P","1526","-40.0(-2.55%)","0.77"
"6273","ＳＭＣ","東P","66780.0","-1,100.0(-1.62%)","1.11"
"6276","シリウスビジョン","東S","337","+80.0(+31.13%)","0.79"
"6277","ホソカワミクロン","東P","5590","-110.0(-1.93%)","0.94"
"6278","ユニオンツール","東P","19880","-280.0(-1.39%)","1.34"
"6279","瑞光","東P","881","-30.0(-3.29%)","0.84"
"6282","オイレス工業","東P","2652","-2.0(-0.08%)","0.72"
"6284","日精エー・エス・ビー機械","東P","9460","+90.0(+0.96%)","0.94"
"6286","靜甲","東S","1429","-90.0(-5.92%)","0.71"
"6287","サトー","東P","2159","-1.0(-0.05%)","0.80"
"6289","技研製作所","東P","1816","-49.0(-2.63%)","0.88"
"6291","日本エアーテック","東S","1204","-104.0(-7.95%)","0.84"
"6292","カワタ","東S","811","+4.0(+0.50%)","0.47"
"6294","オカダアイヨン","東P","1984","-26.0(-1.29%)","0.73"
"6298","ワイエイシイＨＬＤＧ","東P","1336","-65.0(-4.64%)","1.50"
"6301","小松製作所","東P","6322.0","-161.0(-2.48%)","1.14"
