"コード","銘柄名","市場","現在値","前日比(%)","ベータ(対TOPIX)"
"6302","住友重機械工業","東P","5283.0","-133.0(-2.46%)","1.18"
"6305","日立建機","東P","5052.0","-174.0(-3.33%)","1.10"
"6306","日工","東P","826","-16.0(-1.90%)","0.55"
"6307","サンセイ","東S","449","-38.0(-7.80%)","0.69"
"6309","巴工業","東P","1741","-47.0(-2.63%)","0.83"
"6310","井関農機","東P","1895","+112.0(+6.28%)","0.97"
"6315","ＴＯＷＡ","東P","2757","+178.0(+6.90%)","1.73"
"6316","丸山製作所","東S","2442","+7.0(+0.29%)","0.72"
"6317","北川鉄工所","東S","1614","-32.0(-1.94%)","0.99"
"6322","タクミナ","東S","1557","-8.0(-0.51%)","0.33"
"6323","ローツェ","東P","3672.0","-67.0(-1.79%)","1.72"
"6324","ハーモニック・ドライブ・システ","東P","6800","-300.0(-4.23%)","1.31"
"6325","タカキタ","東S","407","+5.0(+1.24%)","0.20"
"6326","クボタ","東P","2810.5","-118.0(-4.03%)","1.04"
"6327","北川精機","東S","2573","+18.0(+0.70%)","1.12"
"6328","荏原実業","東P","2386","-126.0(-5.02%)","0.88"
"6330","東洋エンジニアリング","東P","2077","-22.0(-1.05%)","1.36"
"6331","三菱化工機","東P","3845","+185.0(+5.05%)","1.23"
"6332","月島ＨＬＤＧ","東P","2787","-115.0(-3.96%)","0.84"
"6333","ＴＥＩＫＯＫＵ","東P","2739","-52.0(-1.86%)","0.83"
"6334","明治機械","東S","410","+8.0(+1.99%)","0.12"
"6335","東京機械製作所","東S","572","+29.0(+5.34%)","0.80"
"6336","石井表記","東S","1111","-13.0(-1.16%)","0.80"
"6337","テセック","東S","2519","+15.0(+0.60%)","0.95"
"6338","タカトリ","東S","1607","+22.0(+1.39%)","1.47"
"6339","新東工業","東P","1230","+29.0(+2.41%)","0.94"
"6340","澁谷工業","東P","3670","-70.0(-1.87%)","0.90"
"6342","太平製作所","東S","2757","-13.0(-0.47%)","0.26"
"6343","フリージア・マクロス","東S","167","-2.0(-1.18%)","0.71"
"6345","アイチ","東P","1355","-51.0(-3.63%)","0.74"
"6346","キクカワエンタープライズ","東S","5880","-60.0(-1.01%)","0.21"
"6347","プラコー","東S","268","-9.0(-3.25%)","0.56"
"6349","小森コーポレーション","東P","1485","-17.0(-1.13%)","0.99"
"6351","鶴見製作所","東P","1950","-71.0(-3.51%)","0.97"
"6356","日本ギア工業","東S","1449","+39.0(+2.77%)","1.08"
"6357","三精テクノロジーズ","東S","2654","+20.0(+0.76%)","1.14"
"6358","酒井重工業","東P","2038","-78.0(-3.69%)","0.97"
"6360","東京自働機械製作所","東S","4030","-55.0(-1.35%)","0.59"
"6361","荏原製作所","東P","5349.0","-184.0(-3.33%)","1.57"
"6363","酉島製作所","東P","2874","+33.0(+1.16%)","1.09"
"6364","ＡＩＲＭＡＮ","東P","1591","-71.0(-4.27%)","0.98"
"6365","電業社機械製作所","東S","5310","+150.0(+2.91%)","0.51"
"6366","千代田化工建設","東S","751","-62.0(-7.63%)","1.32"
"6367","ダイキン工業","東P","24020.0","-1,350.0(-5.32%)","0.86"
"6368","オルガノ","東P","17195.0","-1,045.0(-5.73%)","1.36"
"6369","トーヨーカネツ","東P","2284","-411.0(-15.25%)","0.85"
"6370","栗田工業","東P","8720.0","-280.0(-3.11%)","1.18"
"6371","椿本チエイン","東P","2591","-159.0(-5.78%)","0.86"
"6376","日機装","東P","2991","+80.0(+2.75%)","1.00"
"6378","木村化工機","東S","1230","-38.0(-3.00%)","1.18"
"6379","レイズネクスト","東P","2272","-38.0(-1.65%)","0.84"
"6380","オリエンタルチエン工業","東S","5040","+145.0(+2.96%)","0.13"
"6381","アネスト岩田","東P","1673","-1.0(-0.06%)","0.60"
"6382","トリニティ工業","東S","1281","+18.0(+1.43%)","0.86"
"6383","ダイフク","東P","7076.0","-121.0(-1.68%)","1.33"
"6384","昭和真空","東S","1621","-54.0(-3.22%)","0.60"
"6387","サムコ","東P","12120","+90.0(+0.75%)","1.50"
"6390","加藤製作所","東P","1235","-52.0(-4.04%)","1.22"
"6391","加地テック","東S","4420","-80.0(-1.78%)","0.89"
"6392","ヤマダコーポレーション","東S","6700","-200.0(-2.90%)","0.49"
"6393","油研工業","東S","2996","-19.0(-0.63%)","0.74"
"6395","タダノ","東P","1327","-60.0(-4.33%)","1.16"
"6396","宇野澤組鐵工所","東S","-","- (-%)","0.41"
"6400","不二精機","東S","279","-8.0(-2.79%)","0.97"
"6402","兼松エンジニアリング","東S","1417","-46.0(-3.14%)","0.40"
"6403","水道機工","東S","4015","+0.0(+0.00%)","0.73"
"6405","鈴茂器工","東S","1055","-57.0(-5.13%)","0.88"
"6407","ＣＫＤ","東P","6230","-560.0(-8.25%)","1.53"
"6408","小倉クラッチ","東S","4400","-20.0(-0.45%)","0.35"
"6412","平和","東P","1910","+10.0(+0.53%)","0.42"
"6413","理想科学工業","東P","976","-18.0(-1.81%)","0.71"
"6417","ＳＡＮＫＹＯ","東P","1768.5","+3.0(+0.17%)","0.66"
"6418","日本金銭機械","東P","915","+13.0(+1.44%)","1.00"
"6419","マースグループＨＬＤＧ","東P","2915","-84.0(-2.80%)","0.70"
"6420","ガリレイ","東P","3450","-50.0(-1.43%)","0.73"
"6424","高見沢サイバネティックス","東S","899","-6.0(-0.66%)","0.69"
"6425","ユニバーサルエンターテインメン","東S","816","+8.0(+0.99%)","1.17"
"6428","オーイズミ","東S","319","-7.0(-2.15%)","0.63"
"6430","ダイコク電機","東P","2152","-175.0(-7.52%)","0.97"
"6432","竹内製作所","東P","6890","-230.0(-3.23%)","1.17"
"6433","ヒーハイスト","東S","1719","+207.0(+13.69%)","0.90"
"6436","アマノ","東P","3631.0","-40.0(-1.09%)","0.60"
"6439","中日本鋳工","名M","395","+0.0(+0.00%)","0.15"
"6440","ＪＵＫＩ","東P","607","-12.0(-1.94%)","1.12"
"6444","サンデン","東S","154","-7.0(-4.35%)","1.05"
"6445","ジャノメ","東P","1268","+3.0(+0.24%)","0.75"
"6448","ブラザー工業","東P","3511.0","-16.0(-0.45%)","0.89"
"6454","マックス","東P","1752","-20.0(-1.13%)","0.72"
"6455","モリタＨＬＤＧ","東P","2464","-75.0(-2.95%)","0.58"
"6457","グローリー","東P","4323.0","-85.0(-1.93%)","0.77"
"6458","新晃工業","東P","1266","-17.0(-1.33%)","0.90"
"6459","大和冷機工業","東P","1823","-71.0(-3.75%)","0.88"
"6460","セガサミーＨＬＤＧ","東P","2183.0","-44.0(-1.98%)","0.80"
"6463","ＴＰＲ","東P","1293","-26.0(-1.97%)","0.96"
"6464","ツバキ・ナカシマ","東P","352","+12.0(+3.53%)","1.15"
"6465","ホシザキ","東P","4808.0","-330.0(-6.42%)","0.64"
"6466","ＴＶＥ","東S","4440","+140.0(+3.26%)","0.57"
"6467","ニチダイ","東S","340","+1.0(+0.29%)","0.39"
"6469","放電精密加工研究所","東S","2775","-49.0(-1.74%)","1.48"
"6470","大豊工業","東S","1173","-18.0(-1.51%)","1.10"
"6471","日本精工","東P","1174.5","-36.5(-3.01%)","0.87"
"6472","ＮＴＮ","東P","396.2","-14.6(-3.55%)","1.08"
"6473","ジェイテクト","東P","1952.5","-74.5(-3.68%)","1.17"
"6474","不二越","東P","5900","+50.0(+0.85%)","1.05"
"6479","ミネベアミツミ","東P","3815.0","-129.0(-3.27%)","1.25"
"6480","日本トムソン","東P","2008","+208.0(+11.56%)","1.24"
"6481","ＴＨＫ","東P","7198.0","-374.0(-4.94%)","1.29"
"6482","ＹＵＳＨＩＮ","東S","720","-14.0(-1.91%)","0.69"
"6484","ＫＶＫ","東S","2381","-11.0(-0.46%)","0.31"
"6485","前澤給装工業","東S","1442","-55.0(-3.67%)","0.72"
"6486","イーグル工業","東P","2850","-29.0(-1.01%)","0.89"
"6488","ヨシタケ","東S","955","-3.0(-0.31%)","0.61"
"6489","前澤工業","東S","1623","-51.0(-3.05%)","0.83"
"6490","ＰＩＬＬＡＲ","東P","9640","-430.0(-4.27%)","1.27"
"6492","岡野バルブ製造","東S","15630","+830.0(+5.61%)","1.32"
"6493","ＮＩＴＴＡＮ","東S","522","-96.0(-15.53%)","1.00"
"6494","ＮＦＫ　ＨＬＤＧ","東S","106","-18.0(-14.52%)","0.81"
"6495","宮入バルブ製作所","東S","161","-7.0(-4.17%)","0.75"
"6496","中北製作所","東S","5480","-180.0(-3.18%)","1.04"
"6497","ハマイ","東S","1270","-30.0(-2.31%)","0.45"
"6498","キッツ","東P","2132","-66.0(-3.00%)","0.99"
"6501","日立製作所","東P","4808.0","-4.0(-0.08%)","1.47"
"6503","三菱電機","東P","6350.0","-66.0(-1.03%)","1.26"
"6504","富士電機","東P","14775.0","-360.0(-2.38%)","1.44"
"6505","東洋電機製造","東S","2357","-51.0(-2.12%)","1.17"
"6506","安川電機","東P","6682.0","-305.0(-4.37%)","1.54"
"6507","シンフォニア　テクノロジー","東P","15030","-180.0(-1.18%)","1.72"
"6508","明電舎","東P","10910","-30.0(-0.27%)","1.46"
"6513","オリジン","東S","1061","+3.0(+0.28%)","0.33"
"6516","山洋電気","東P","7240","-170.0(-2.29%)","1.06"
"6517","デンヨー","東P","3820","+10.0(+0.26%)","0.94"
"6518","三相電機","東S","2299","+400.0(+21.06%)","0.47"
"6521","オキサイド","東G","6780","+750.0(+12.44%)","1.13"
"6522","アスタリスク","東G","1002","-10.0(-0.99%)","0.72"
"6523","ＰＨＣＨＬＤＧ","東P","965","+2.0(+0.21%)","0.71"
"6524","湖北工業","東S","6660","-90.0(-1.33%)","1.13"
"6525","ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩ","東P","6716.0","+126.0(+1.91%)","1.62"
"6526","ソシオネクスト","東P","2391.5","-34.5(-1.42%)","1.58"
"6532","ベイカレント","東P","5318.0","+203.0(+3.97%)","0.63"
"6533","Ｏｒｃｈｅｓｔｒａ　ＨＬＤＧ","東P","989","-64.0(-6.08%)","0.86"
"6535","アイモバイル","東P","496","-5.0(-1.00%)","0.78"
"6537","ＷＡＳＨハウス","東G","315","-5.0(-1.56%)","0.83"
"6538","ディスラプターズ","東S","235","-2.0(-0.84%)","1.02"
"6539","ＭＳ―Ｊａｐａｎ","東P","916","-8.0(-0.87%)","0.57"
"6540","船場","東S","1468","-10.0(-0.68%)","0.57"
"6543","日宣","東S","1155","+0.0(+0.00%)","0.25"
"6544","ジャパンエレベーターサービスＨ","東P","1847.5","-21.5(-1.15%)","0.62"
"6545","インターネットインフィニティー","東G","741","+8.0(+1.09%)","0.79"
"6546","フルテック","東S","1110","-9.0(-0.80%)","0.17"
"6547","グリーンズ","東S","2085","-64.0(-2.98%)","1.07"
"6548","旅工房","東G","104","-14.0(-11.86%)","0.70"
"6549","ディーエムソリューションズ","東S","1901","+6.0(+0.32%)","0.67"
"6551","ツナググループＨＬＤＧ","東S","527","-7.0(-1.31%)","0.99"
"6552","ＧａｍｅＷｉｔｈ","東S","191","+4.0(+2.14%)","0.80"
"6554","エスユーエス","東G","1010","+0.0(+0.00%)","0.63"
"6555","ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ","東S","463","+0.0(+0.00%)","0.36"
"6557","ＡＩＡＩグループ","東G","700","-4.0(-0.57%)","0.42"
"6558","クックビズ","東G","641","-23.0(-3.46%)","0.63"
"6560","エル・ティー・エス","東P","1725","-2.0(-0.12%)","0.99"
"6561","ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ","東G","779","-7.0(-0.89%)","1.12"
"6562","ジーニー","東G","971","-57.0(-5.54%)","1.11"
"6563","みらいワークス","東G","555","-6.0(-1.07%)","0.75"
"6564","ミダックＨＬＤＧ","東P","2299","+149.0(+6.93%)","0.94"
"6566","要興業","東S","1334","+53.0(+4.14%)","0.41"
"6568","神戸天然物化学","東G","1134","-26.0(-2.24%)","0.55"
"6570","共和コーポレーション","東S","1605","+6.0(+0.38%)","0.68"
"6571","キュービーネットＨＬＤＧ","東P","1312","-10.0(-0.76%)","0.40"
"6572","オープングループ","東P","200","-7.0(-3.38%)","1.09"
"6573","ＣＲＡＶＩＡ","東G","33","+3.0(+10.00%)","0.99"
"6574","コンヴァノ","東G","96","+4.0(+4.35%)","0.40"
"6577","ベストワンドットコム","東G","1882","-33.0(-1.72%)","0.52"
"6578","コレックＨＬＤＧ","東S","432","-4.0(-0.92%)","0.66"
"6579","ログリー","東G","351","+80.0(+29.52%)","0.78"
"6580","ライトアップ","東G","898","-300.0(-25.04%)","1.01"
"6584","三櫻工業","東P","735","-38.0(-4.92%)","1.25"
"6586","マキタ","東P","5564.0","-86.0(-1.52%)","1.18"
"6588","東芝テック","東P","3060","+67.0(+2.24%)","1.05"
"6590","芝浦メカトロニクス","東P","4905","-255.0(-4.94%)","1.69"
"6592","マブチモーター","東P","1566.0","-36.0(-2.25%)","0.78"
"6594","ニデック","東P","2527","-46.0(-1.79%)","0.99"
"6597","ＨＰＣシステムズ","東G","2941","+80.0(+2.80%)","1.35"
"6599","エブレン","東S","3440","+170.0(+5.20%)","0.49"
"6612","バルミューダ","東G","581","-14.0(-2.35%)","0.42"
"6613","ＱＤレーザ","東G","2127","+400.0(+23.16%)","1.37"
"6614","シキノハイテック","東S","910","+90.0(+10.98%)","1.38"
"6615","ユー・エム・シー・エレクトロニ","東P","262","-50.0(-16.03%)","1.17"
"6616","トレックス・セミコンダクター","東P","2612","+222.0(+9.29%)","1.40"
"6617","東光高岳","東P","7680","-180.0(-2.29%)","1.22"
"6619","ダブル・スコープ","東P","282","+4.0(+1.44%)","1.47"
"6620","宮越ＨＬＤＧ","東P","645","-34.0(-5.01%)","1.29"
"6622","ダイヘン","東P","16540","-360.0(-2.13%)","1.53"
"6623","愛知電機","名P","8110","-170.0(-2.05%)","0.63"
"6625","ＪＡＬＣＯ　ＨＬＤＧ","東S","328","+3.0(+0.92%)","1.09"
"6626","ＳＥＭＩＴＥＣ","東S","2059","+70.0(+3.52%)","0.78"
"6627","テラプローブ","東S","11470","-450.0(-3.78%)","1.84"
"6629","テクノホライゾン","東S","1230","-64.0(-4.95%)","1.19"
"6630","ヤーマン","東P","710","+10.0(+1.43%)","0.42"
"6632","ＪＶＣケンウッド","東P","1138.0","-22.5(-1.94%)","0.99"
"6633","ＣＧＳ　ＨＬＤＧ","東S","337","-13.0(-3.71%)","0.51"
"6634","ＪＮグループ","東S","57","-16.0(-21.92%)","1.26"
"6635","大日光・エンジニアリング","東S","612","+10.0(+1.66%)","0.74"
"6637","寺崎電気産業","東S","3350","-475.0(-12.42%)","1.53"
"6638","ミマキエンジニアリング","東P","1776","-38.0(-2.09%)","1.40"
"6643","戸上電機製作所","東S","6190","-30.0(-0.48%)","0.77"
"6644","大崎電気工業","東P","1796","-35.0(-1.91%)","1.00"
"6645","オムロン","東P","5557.0","-143.0(-2.51%)","1.09"
"6647","森尾電機","東S","2587","+57.0(+2.25%)","0.33"
"6648","かわでん","東S","1860","-81.0(-4.17%)","0.85"
"6651","日東工業","東P","4905","-75.0(-1.51%)","0.75"
"6652","ＩＤＥＣ","東P","3500","-95.0(-2.64%)","0.97"
"6653","正興電機製作所","東P","2548","-100.0(-3.78%)","1.15"
"6654","不二電機工業","東S","1074","+3.0(+0.28%)","0.46"
"6655","東洋電機","名M","789","+18.0(+2.33%)","0.35"
"6656","インスペック","東S","724","+53.0(+7.90%)","1.15"
"6658","シライ電子工業","東S","485","-12.0(-2.41%)","0.92"
"6659","メディアリンクス","東S","35","+2.0(+6.06%)","1.47"
"6662","ユビテック","東S","219","+2.0(+0.92%)","0.08"
"6663","太洋テクノレックス","東S","292","-1.0(-0.34%)","0.99"
"6664","オプトエレクトロニクス","東S","277","+8.0(+2.97%)","0.94"
"6666","リバーエレテック","東S","972","-117.0(-10.74%)","1.19"
"6668","アドテックプラズマテクノロジー","東S","3250","+50.0(+1.56%)","1.16"
"6670","ＭＣＪ","東S","2185","+0.0(+0.00%)","0.76"
"6674","ジーエスユアサコーポレーション","東P","6285.0","-165.0(-2.56%)","1.20"
"6675","サクサ","東S","2012","+41.0(+2.08%)","0.83"
"6676","バッファロー","東S","2476","-65.0(-2.56%)","0.92"
"6677","エスケーエレクトロニクス","東S","3330","-5.0(-0.15%)","1.12"
"6678","テクノメディカ","東S","2090","-61.0(-2.84%)","0.58"
"6694","ズーム","東S","647","+0.0(+0.00%)","0.58"
"6696","トラース・オン・プロダクト","東G","384","+2.0(+0.52%)","0.89"
"6699","ダイヤモンドエレクトリックＨＤ","東S","466","-11.0(-2.31%)","1.17"
"6701","日本電気","東P","4162.0","+158.0(+3.95%)","1.20"
"6702","富士通","東P","3231.0","+14.0(+0.44%)","0.98"
"6703","沖電気工業","東P","3190","+40.0(+1.27%)","1.32"
"6706","電気興業","東P","3445","-15.0(-0.43%)","0.71"
"6707","サンケン電気","東P","8797.0","-270.0(-2.98%)","1.15"
"6718","アイホン","東P","2725","+8.0(+0.29%)","0.81"
"6721","ウインテスト","東S","97","-2.0(-2.02%)","1.10"
"6723","ルネサスエレクトロニクス","東P","3700.0","+53.0(+1.45%)","1.67"
"6724","セイコーエプソン","東P","2513.5","+25.5(+1.02%)","1.07"
"6727","ワコム","東P","777","+22.0(+2.91%)","1.05"
"6728","アルバック","東P","9608.0","+122.0(+1.29%)","1.38"
"6730","アクセル","東S","1116","+58.0(+5.48%)","0.89"
"6731","ピクセラ","東S","143","-9.0(-5.92%)","0.98"
"6736","サン電子","東S","9680","+560.0(+6.14%)","0.74"
"6737","ＥＩＺＯ","東P","2409","+31.0(+1.30%)","0.65"
"6740","ジャパンディスプレイ","東P","70","+2.0(+2.94%)","1.04"
"6741","日本信号","東P","1570","-8.0(-0.51%)","0.66"
"6742","京三製作所","東P","752","-14.0(-1.83%)","1.04"
"6743","大同信号","東S","808","+20.0(+2.54%)","0.76"
"6744","能美防災","東P","4710","+45.0(+0.96%)","0.59"
"6745","ホーチキ","東P","2175","+38.0(+1.78%)","0.83"
"6748","星和電機","東S","726","+0.0(+0.00%)","0.78"
"6750","エレコム","東P","1635","+29.0(+1.81%)","0.55"
"6752","パナソニック　ＨＬＤＧ","東P","3348.0","+55.0(+1.67%)","1.01"
"6753","シャープ","東P","606.5","+2.6(+0.43%)","0.86"
"6754","アンリツ","東P","4205.0","-34.0(-0.80%)","0.97"
"6757","ＯＳＧコーポレーション","東S","822","-6.0(-0.72%)","0.33"
"6758","ソニーグループ","東P","3596.0","+20.0(+0.56%)","1.06"
"6762","ＴＤＫ","東P","2977.5","-15.5(-0.52%)","1.50"
"6763","帝国通信工業","東P","2884","-14.0(-0.48%)","0.89"
"6768","タムラ製作所","東P","957","+28.0(+3.01%)","1.22"
"6769","ザインエレクトロニクス","東S","1206","+100.0(+9.04%)","1.15"
"6770","アルプスアルパイン","東P","2204.0","-2.0(-0.09%)","0.95"
"6771","池上通信機","東S","670","-9.0(-1.33%)","0.78"
"6772","東京コスモス電機","東S","1139","-2.0(-0.18%)","0.56"
"6775","ＴＢグループ","東S","123","+0.0(+0.00%)","1.10"
"6776","天昇電気工業","東S","265","-6.0(-2.21%)","0.88"
"6777","ｓａｎｔｅｃ　ＨＬＤＧ","東S","32300","+2,550.0(+8.57%)","1.53"
"6778","アルチザネットワークス","東S","620","+3.0(+0.49%)","0.39"
"6779","日本電波工業","東P","2342","+100.0(+4.46%)","1.53"
"6785","鈴木","東P","3115","+20.0(+0.65%)","0.96"
"6786","ＲＶＨ","東S","51","+1.0(+2.00%)","0.78"
"6787","メイコー","東P","39800","+3,600.0(+9.94%)","1.69"
"6788","日本トリム","東P","4295","+55.0(+1.30%)","0.81"
"6794","フォスター電機","東P","2861","-86.0(-2.92%)","1.15"
"6797","名古屋電機工業","東S","1180","-3.0(-0.25%)","0.44"
"6798","ＳＭＫ","東P","3565","+50.0(+1.42%)","0.85"
"6800","ヨコオ","東P","5240","+70.0(+1.35%)","1.36"
"6803","ティアック","東S","101","-2.0(-1.94%)","1.18"
"6804","ホシデン","東P","2595","+15.0(+0.58%)","0.79"
"6806","ヒロセ電機","東P","23840.0","-75.0(-0.31%)","0.90"
"6807","日本航空電子工業","東P","2560","+51.0(+2.03%)","1.02"
"6809","ＴＯＡ","東P","1577","-28.0(-1.74%)","0.81"
"6810","マクセル","東P","1899","-15.0(-0.78%)","0.97"
"6814","古野電気","東P","6140","-300.0(-4.66%)","1.52"
"6817","スミダコーポレーション","東P","1331","-21.0(-1.55%)","1.13"
"6819","伊豆シャボテンリゾート","東S","473","-1.0(-0.21%)","0.68"
"6820","アイコム","東P","3005","+25.0(+0.84%)","0.73"
"6822","大井電気","東S","6130","+740.0(+13.73%)","0.82"
"6823","リオン","東P","3560","+50.0(+1.42%)","0.96"
"6824","新コスモス電機","東S","5440","+120.0(+2.26%)","0.62"
"6832","アオイ電子","東S","2800","-23.0(-0.81%)","1.14"
"6834","精工技研","東S","28880","+690.0(+2.45%)","1.55"
"6835","アライドテレシスＨＬＤＧ","東S","301","+33.0(+12.31%)","1.42"
"6836","ぷらっとホーム","東S","868","+23.0(+2.72%)","0.29"
"6837","京写","東S","299","-1.0(-0.33%)","0.80"
"6838","多摩川ＨＬＤＧ","東S","2182","+182.0(+9.10%)","1.21"
"6840","ＡＫＩＢＡ　ＨＬＤＧ","東S","888","+150.0(+20.33%)","1.34"
"6841","横河電機","東P","4864.0","-149.0(-2.97%)","1.16"
"6844","新電元工業","東P","3155","+30.0(+0.96%)","1.20"
"6845","アズビル","東P","1510.5","+0.0(+0.00%)","0.92"
