
約定履歴照会 

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"株式信用","2026年05月18日","2026年05月29日","353","1","353"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2026/05/27","日本ケミコン","6997","PTS（O）",信用返済売,"無期限"," 特定 ","申告",200,3860,126,--,"2026/05/29",-52126
"2026/05/27","日本ケミコン","6997","PTS（J）",信用返済売,"無期限"," 特定 ","申告",100,3860.5,103,--,"2026/05/29",49447
"2026/05/27","ソフトバンクグループ","9984","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,7316.5,121,--,"2026/05/29",-58771
"2026/05/27","ソフトバンクグループ","9984","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,7316.5,242,--,"2026/05/29",-117522
"2026/05/27","ベイカレント","6532","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,5837.7,--,--,"2026/05/29",--
"2026/05/27","ベイカレント","6532","東証",信用新規買,"無期限"," 特定 ","--",300,5838,--,--,"2026/05/29",--
"2026/05/27","トーセイ","8923","東証",信用新規買,"無期限"," 特定 ","--",100,1656,--,--,"2026/05/29",--
"2026/05/27","トーセイ","8923","東証",信用新規買,"無期限"," 特定 ","--",800,1655,--,--,"2026/05/29",--
"2026/05/27","トーセイ","8923","東証",信用新規買,"無期限"," 特定 ","--",300,1654,--,--,"2026/05/29",--
"2026/05/27","トーセイ","8923","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,1657.6,--,--,"2026/05/29",--
"2026/05/27","日経平均ベア２倍上場投信","1360","PTS（X）",信用新規買,"無期限"," 特定 ","--",1000,75.8,--,--,"2026/05/29",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規売,"無期限"," 特定 ","--",200,12934.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規売,"6ヶ月"," 特定 ","--",300,12880,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規売,"6ヶ月"," 特定 ","--",100,12850,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規売,"6ヶ月"," 特定 ","--",100,12735,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規売,"6ヶ月"," 特定 ","--",100,12866,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",100,12748,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規売,"6ヶ月"," 特定 ","--",100,12741.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",200,12865.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規売,"6ヶ月"," 特定 ","--",200,12859.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",200,12709,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",300,12900.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規売,"無期限"," 特定 ","--",100,12860,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規売,"無期限"," 特定 ","--",100,12865,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（J）",信用新規売,"無期限"," 特定 ","--",100,12931.5,--,--,"2026/06/01",--
"2026/05/28","セプテーニ・ホールディングス","4293","PTS（O）",信用返済売,"無期限"," 特定 ","申告",600,573.4,244,--,"2026/06/01",53996
"2026/05/28","セプテーニ・ホールディングス","4293","PTS（O）",信用返済売,"無期限"," 特定 ","申告",1000,573.2,209,--,"2026/06/01",26991
"2026/05/28","セプテーニ・ホールディングス","4293","PTS（O）",信用返済売,"無期限"," 特定 ","申告",200,573.2,81,--,"2026/06/01",17959
"2026/05/28","セプテーニ・ホールディングス","4293","PTS（O）",信用返済売,"無期限"," 特定 ","申告",1000,573.3,407,--,"2026/06/01",89893
"2026/05/28","セプテーニ・ホールディングス","4293","PTS（O）",信用返済売,"無期限"," 特定 ","申告",200,573.5,81,--,"2026/06/01",18219
"2026/05/28","セプテーニ・ホールディングス","4293","PTS（O）",信用返済売,"無期限"," 特定 ","申告",400,573.2,163,--,"2026/06/01",35917
"2026/05/28","セプテーニ・ホールディングス","4293","PTS（X）",信用返済売,"無期限"," 特定 ","申告",600,573.4,244,--,"2026/06/01",54596
"2026/05/28","セプテーニ・ホールディングス","4293","PTS（X）",信用返済売,"無期限"," 特定 ","申告",1300,573.2,529,--,"2026/06/01",116731
"2026/05/28","古河電気工業","5801","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,52066,400,--,"2026/06/01",-15200
"2026/05/28","ベイカレント","6532","東証",信用返済売,"無期限"," 特定 ","申告",100,5459,179,--,"2026/06/01",-38049
"2026/05/28","ベイカレント","6532","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,5459.1,179,--,"2026/06/01",-38069
"2026/05/28","ベイカレント","6532","PTS（O）",信用返済売,"無期限"," 特定 ","申告",200,5459.1,358,--,"2026/06/01",-76138
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,12897,98,--,"2026/06/01",7952
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,12898,97,--,"2026/06/01",13253
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",200,12956.5,198,--,"2026/06/01",-2198
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,12964.5,99,--,"2026/06/01",-2099
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",300,12972.5,298,--,"2026/06/01",-598
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,12943.5,99,--,"2026/06/01",-3699
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,12897.5,97,--,"2026/06/01",12653
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",200,12897.5,195,--,"2026/06/01",24405
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,12943.5,99,--,"2026/06/01",-3399
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,12940.5,99,--,"2026/06/01",-3949
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,12957,99,--,"2026/06/01",-1249
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",200,12956,198,--,"2026/06/01",-2798
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,13000.5,99,--,"2026/06/01",701
"2026/05/28","太陽誘電","6976","PTS（J）",信用返済売,"6ヶ月"," 特定 ","申告",100,12962,99,--,"2026/06/01",-1849
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,12893.5,99,--,"2026/06/01",-9199
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,12890.5,99,--,"2026/06/01",-10399
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,12898,97,--,"2026/06/01",13203
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,12961.5,99,--,"2026/06/01",-2399
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",200,12891,199,--,"2026/06/01",-20799
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",200,12935.5,198,--,"2026/06/01",-3698
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,12891.5,99,--,"2026/06/01",-9399
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,12964.5,99,--,"2026/06/01",-1649
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,12964.5,99,--,"2026/06/01",-1599
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,13000.5,99,--,"2026/06/01",601
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,12935,99,--,"2026/06/01",-3999
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,13000,99,--,"2026/06/01",551
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,13000,99,--,"2026/06/01",551
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,13000,99,--,"2026/06/01",551
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,12935,99,--,"2026/06/01",-1899
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,12685,97,--,"2026/06/01",-2397
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,12685,97,--,"2026/06/01",-2397
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,12685,97,--,"2026/06/01",403
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,12690,96,--,"2026/06/01",4904
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,12935,99,--,"2026/06/01",-3599
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,12685,96,--,"2026/06/01",4404
"2026/05/28","太陽誘電","6976","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,12685,96,--,"2026/06/01",4404
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,12955.5,99,--,"2026/06/01",2801
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"無期限"," 特定 ","申告",200,12956,199,--,"2026/06/01",-13999
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済売,"無期限"," 特定 ","申告",200,12956,198,--,"2026/06/01",5702
"2026/05/28","武蔵精密工業","7220","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,7494,57,--,"2026/06/01",2643
"2026/05/28","武蔵精密工業","7220","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,7494,57,--,"2026/06/01",2543
"2026/05/28","武蔵精密工業","7220","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,7493,57,--,"2026/06/01",-157
"2026/05/28","トーセイ","8923","東証",信用返済売,"無期限"," 特定 ","申告",100,1636,77,--,"2026/06/01",-2077
"2026/05/28","トーセイ","8923","東証",信用返済売,"無期限"," 特定 ","申告",100,1636,77,--,"2026/06/01",-1977
"2026/05/28","トーセイ","8923","PTS（O）",信用返済売,"無期限"," 特定 ","申告",300,1636.1,234,--,"2026/06/01",-5904
"2026/05/28","トーセイ","8923","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,1636.1,77,--,"2026/06/01",-1967
"2026/05/28","トーセイ","8923","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,1636,78,--,"2026/06/01",-1978
"2026/05/28","トーセイ","8923","PTS（X）",信用返済売,"無期限"," 特定 ","申告",300,1636.1,234,--,"2026/06/01",-5604
"2026/05/28","トーセイ","8923","PTS（J）",信用返済売,"無期限"," 特定 ","申告",100,1636.1,78,--,"2026/06/01",-1968
"2026/05/28","トーセイ","8923","PTS（J）",信用返済売,"無期限"," 特定 ","申告",100,1636,78,--,"2026/06/01",-1978
"2026/05/28","トーセイ","8923","東証",信用返済売,"無期限"," 特定 ","申告",100,1636,77,--,"2026/06/01",-2237
"2026/05/28","ＩＮＰＥＸ","1605","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,3703.7,--,--,"2026/06/01",--
"2026/05/28","デンカ","4061","東証",信用新規買,"無期限"," 特定 ","--",500,4030,--,--,"2026/06/01",--
"2026/05/28","古河電気工業","5801","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,52214,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規買,"6ヶ月"," 特定 ","--",200,12640,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,12974,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,12976.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,12816.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,12979.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,12980,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,12984.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,12708,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,12993.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,12708,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,12994,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,12984.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,12979,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,12969,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",200,12966.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,12992.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",300,12973.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,12993.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,12774.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,12764.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",300,12953,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,12970,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",300,12993.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,12979.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,12968.5,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規買,"6ヶ月"," 特定 ","--",100,12765,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規買,"6ヶ月"," 特定 ","--",100,12770,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規買,"6ヶ月"," 特定 ","--",100,12640,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規買,"6ヶ月"," 特定 ","--",100,12680,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","東証",信用新規買,"無期限"," 特定 ","--",200,13025,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用新規買,"無期限"," 特定 ","--",300,12926.5,--,--,"2026/06/01",--
"2026/05/28","日本ケミコン","6997","東証",信用新規買,"無期限"," 特定 ","--",500,4380,--,--,"2026/06/01",--
"2026/05/28","武蔵精密工業","7220","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,7468,--,--,"2026/06/01",--
"2026/05/28","武蔵精密工業","7220","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,7494,--,--,"2026/06/01",--
"2026/05/28","武蔵精密工業","7220","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,7467,--,--,"2026/06/01",--
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,12878.5,38,--,"2026/06/01",-1288
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,12778.5,38,--,"2026/06/01",-3088
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済買,"無期限"," 特定 ","申告",200,12865.5,77,--,"2026/06/01",13723
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済買,"無期限"," 特定 ","申告",100,12868.5,38,--,"2026/06/01",6262
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済買,"無期限"," 特定 ","申告",100,12868.5,38,--,"2026/06/01",-888
"2026/05/28","太陽誘電","6976","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,12965,38,--,"2026/06/01",-6488
"2026/05/28","太陽誘電","6976","東証",信用返済買,"6ヶ月"," 特定 ","申告",200,12950,77,--,"2026/06/01",-18177
"2026/05/28","太陽誘電","6976","東証",信用返済買,"6ヶ月"," 特定 ","申告",200,12970,77,--,"2026/06/01",-13977
"2026/05/28","太陽誘電","6976","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,12950,38,--,"2026/06/01",-7038
"2026/05/28","太陽誘電","6976","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,12880,38,--,"2026/06/01",-1488
"2026/05/28","太陽誘電","6976","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,12950,38,--,"2026/06/01",-10038
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",100,12879,38,--,"2026/06/01",-1388
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",200,12783,76,--,"2026/06/01",-14876
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,12923,38,--,"2026/06/01",-4338
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,12949.5,38,--,"2026/06/01",-6988
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,12778.5,38,--,"2026/06/01",-3738
"2026/05/28","太陽誘電","6976","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,12783,38,--,"2026/06/01",-4838
"2026/05/28","太陽誘電","6976","PTS（O）",信用返済買,"無期限"," 特定 ","申告",100,12868.5,38,--,"2026/06/01",-388
"2026/05/29","ＩＮＰＥＸ","1605","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,3618.2,56,--,"2026/06/02",-8606
"2026/05/29","ＩＮＰＥＸ","1605","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,3618.2,859,--,"2026/06/02",-54039
"2026/05/29","ＩＮＰＥＸ","1605","PTS（X）",信用返済売,"無期限"," 特定 ","申告",300,3618.2,2578,--,"2026/06/02",-162118
"2026/05/29","デンカ","4061","東証",信用新規買,"無期限"," 特定 ","--",100,4477,--,--,"2026/06/02",--
"2026/05/29","野村総合研究所","4307","東証",信用新規買,"無期限"," 特定 ","--",400,5038,--,--,"2026/06/02",--
"2026/05/29","日本ケミコン","6997","東証",信用新規買,"無期限"," 特定 ","--",100,5030,--,--,"2026/06/02",--


